epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
373,1210.92,1.08108,0.97224,1.50489,0.98065,0.96227,0.98746,0.83897,0.69835,0.70857,1.30385,0.00011332,0.00011332,0.00011332
374,1214.59,1.10679,1.00218,1.55716,0.97253,0.95539,0.98731,0.84424,0.70295,0.70637,1.30609,0.000109783,0.000109783,0.000109783
375,1217.27,1.08564,1.02247,1.506,0.99113,0.95809,0.98778,0.84226,0.70383,0.70942,1.30534,0.000106246,0.000106246,0.000106246
376,1219.83,1.07712,0.98859,1.52555,0.96079,0.96283,0.98797,0.84276,0.69791,0.69732,1.30285,0.000102709,0.000102709,0.000102709
377,1222.37,1.02442,0.9164,1.46952,0.9721,0.96202,0.98823,0.84825,0.69201,0.68853,1.30039,9.91726e-05,9.91726e-05,9.91726e-05
378,1225.19,1.11659,1.06837,1.5049,0.97734,0.96202,0.98795,0.85281,0.68935,0.6831,1.2991,9.56358e-05,9.56358e-05,9.56358e-05
379,1229.01,1.09729,0.9863,1.52539,0.97801,0.96154,0.98791,0.85159,0.68888,0.68595,1.29925,9.20991e-05,9.20991e-05,9.20991e-05
380,1233.14,1.11859,1.03272,1.53993,0.97985,0.95383,0.98785,0.84853,0.69206,0.68781,1.30193,8.85623e-05,8.85623e-05,8.85623e-05
381,1235.71,1.0613,0.98029,1.49132,0.9832,0.95641,0.98782,0.84879,0.69311,0.68903,1.30326,8.50255e-05,8.50255e-05,8.50255e-05
382,1238.3,1.00313,0.94164,1.47291,0.97387,0.9626,0.98763,0.84821,0.69322,0.69171,1.3045,8.14887e-05,8.14887e-05,8.14887e-05
383,1240.87,1.03072,1.01442,1.51971,0.96373,0.96596,0.98693,0.84991,0.69316,0.69252,1.30527,7.7952e-05,7.7952e-05,7.7952e-05
384,1243.36,1.03078,0.92484,1.46613,0.96693,0.97057,0.98764,0.85431,0.68984,0.69171,1.305,7.44152e-05,7.44152e-05,7.44152e-05
385,1247.09,1.0744,0.94902,1.45935,0.96772,0.97032,0.98765,0.85544,0.68636,0.69043,1.30082,7.08784e-05,7.08784e-05,7.08784e-05
386,1251.19,1.02568,0.94918,1.50508,0.96572,0.96809,0.98786,0.85626,0.68384,0.68921,1.29913,6.73416e-05,6.73416e-05,6.73416e-05
387,1254.42,1.09468,0.96734,1.47148,0.96601,0.96788,0.98799,0.85651,0.6816,0.68677,1.29755,6.38049e-05,6.38049e-05,6.38049e-05
388,1256.97,1.05939,0.9987,1.51277,0.96502,0.97927,0.98823,0.85427,0.67635,0.68116,1.29367,6.02681e-05,6.02681e-05,6.02681e-05
389,1259.49,0.99199,0.91507,1.42564,0.96541,0.97904,0.98814,0.85895,0.67573,0.6777,1.29264,5.67313e-05,5.67313e-05,5.67313e-05
390,1262.04,1.03362,0.93635,1.47156,0.96539,0.97735,0.9881,0.85736,0.67469,0.67609,1.2925,5.31945e-05,5.31945e-05,5.31945e-05
391,1268.17,0.9795,1.15074,1.48577,0.97527,0.96793,0.9883,0.85352,0.67477,0.6773,1.29097,4.96578e-05,4.96578e-05,4.96578e-05
392,1273.13,0.92048,0.94914,1.4377,0.9786,0.97735,0.9884,0.85233,0.67482,0.68693,1.28495,4.6121e-05,4.6121e-05,4.6121e-05
393,1276.23,0.93017,0.95729,1.36887,0.98462,0.97735,0.98867,0.85152,0.6742,0.69148,1.28183,4.25842e-05,4.25842e-05,4.25842e-05
394,1278.74,0.89706,0.96031,1.38385,0.98028,0.978,0.98877,0.84665,0.68347,0.69163,1.28373,3.90474e-05,3.90474e-05,3.90474e-05
395,1281.26,0.91479,0.87188,1.32316,0.98057,0.97665,0.98888,0.84619,0.69207,0.69274,1.2859,3.55107e-05,3.55107e-05,3.55107e-05
396,1283.78,0.85571,0.86859,1.33591,0.98426,0.9757,0.9891,0.83874,0.71406,0.69069,1.2957,3.19739e-05,3.19739e-05,3.19739e-05
397,1287.02,0.87623,0.87896,1.38042,0.98786,0.97261,0.98915,0.83951,0.72009,0.68766,1.29897,2.84371e-05,2.84371e-05,2.84371e-05
398,1290.82,0.87675,0.85691,1.3945,0.98797,0.96938,0.98922,0.83771,0.72233,0.6854,1.29935,2.49003e-05,2.49003e-05,2.49003e-05
399,1295.08,0.8894,0.8594,1.35567,0.98809,0.96872,0.98912,0.83781,0.72043,0.68366,1.29751,2.13636e-05,2.13636e-05,2.13636e-05
400,1297.91,0.94527,0.91394,1.45085,0.9809,0.9707,0.9891,0.83889,0.71755,0.68079,1.29539,1.78268e-05,1.78268e-05,1.78268e-05
